Experiment,Year,Location,Range,Row,Plot,Rep,Nitrogen,Weed_Pressure,Pedigree,Hybrid,Stand_Count,Planting_Date,Harvest_Date,FDT,RTA,PHT,EHT,SDL,SDS,YIELD,PROT,OIL,STA
OREI_Replicated_Exp,2018,Pana,13,29,31309,3,N1,WMINUS,461.2B24,ORG2,26,5/25/2018,10/15/2018,1.893333333,80.12916667,237,125,20.432,18.476,117.5837042,9.7,4.3,69.3
OREI_Replicated_Exp,2018,Pana,13,33,31304,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,27,5/25/2018,10/15/2018,1.886666667,90.4825,250,100,21.392,19.936,169.345234,7.9,3.5,72.3
OREI_Replicated_Exp,2018,Pana,13,37,31308,3,N1,WMINUS,PHW52*Q381,UIUC8,17,5/25/2018,10/15/2018,1.896666667,78.29833333,215,70,20.906,18.562,83.75703999,9.1,3.8,71.1
OREI_Replicated_Exp,2018,Pana,13,41,31305,3,N1,WMINUS,PHHB9*Q381,UIUC5,22,5/25/2018,10/15/2018,1.886666667,78.015,213,90,21.55,19.464,133.5007685,8.5,3.6,71.6
OREI_Replicated_Exp,2018,Pana,14,5,32307,3,N1,WPLUS,PHW52*LH185,UIUC7,18,5/25/2018,10/15/2018,1.896666667,69.92916667,215,95,20.9292,18.568,152.1727933,7.5,3.4,72.6
OREI_Replicated_Exp,2018,Pana,14,9,32306,3,N1,WPLUS,PHP38*Q381,UIUC6,28,5/25/2018,10/15/2018,1.896666667,76.0425,242,86,20.902,18.518,146.9281343,8.3,3.8,71.7
OREI_Replicated_Exp,2018,Pana,14,13,32310,3,N1,WPLUS,17.461,ORG1,31,5/25/2018,10/15/2018,1.933333333,63.08083333,255,147,20.714,18.442,163.306253,8.6,4.9,69.5
OREI_Replicated_Exp,2018,Pana,14,17,32302,3,N1,WPLUS,PHHB9*PHR63,UIUC2,23,5/25/2018,10/15/2018,1.923333333,57.6675,222,100,24.432,21.96,167.3469388,7.2,3.5,72.7
OREI_Replicated_Exp,2018,Pana,14,21,32301,3,N1,WPLUS,PHHB9*PHM49,UIUC1,25,5/25/2018,10/15/2018,1.91,91.59083333,230,95,20.892,19.478,143.1680162,8,3.5,72.1
OREI_Replicated_Exp,2018,Pana,14,25,32303,3,N1,WPLUS,PHHB9*PHW30,UIUC3,30,5/25/2018,10/15/2018,1.886666667,82.36833333,250,113,23.198,20.356,164.0329142,8.4,3.4,72
OREI_Replicated_Exp,2018,Pana,14,29,32309,3,N1,WPLUS,461.2B24,ORG2,29,5/25/2018,10/15/2018,1.93,81.91375,225,107,21.556,19.306,116.7489346,9.7,4.5,69.3
OREI_Replicated_Exp,2018,Pana,14,33,32304,3,N1,WPLUS,PHHB9*PHZ51,UIUC4,24,5/25/2018,10/15/2018,1.89,85.94416667,265,104,20.822,19.588,152.397849,8.2,3.6,72
OREI_Replicated_Exp,2018,Pana,14,37,32308,3,N1,WPLUS,PHW52*Q381,UIUC8,23,5/25/2018,10/15/2018,1.853333333,93.62,212,90,21.056,17.868,127.728864,8.6,3.4,71.9
OREI_Replicated_Exp,2018,Pana,14,41,32305,3,N1,WPLUS,PHHB9*Q381,UIUC5,25,5/25/2018,10/15/2018,1.926666667,66.60416667,210,84,22.946,20.138,152.4368486,7.7,3.6,72.4
OREI_Replicated_Exp,2018,Pana,15,5,32207,3,N3,WPLUS,PHW52*LH185,UIUC7,21,5/25/2018,10/15/2018,1.843333333,78.22833333,235,103,23.538,21.168,169.3964497,8.1,3.4,72.2
OREI_Replicated_Exp,2018,Pana,15,9,32210,3,N3,WPLUS,17.461,ORG1,29,5/25/2018,10/15/2018,1.933333333,54.58083333,257,145,23.992,21.632,189.5184118,9.5,5,68.7
OREI_Replicated_Exp,2018,Pana,15,13,32209,3,N3,WPLUS,461.2B24,ORG2,23,5/25/2018,10/15/2018,1.893333333,78.2625,236,115,24.424,21.704,117.2483602,10.6,4.8,68.1
OREI_Replicated_Exp,2018,Pana,15,17,32202,3,N3,WPLUS,PHHB9*PHR63,UIUC2,23,5/25/2018,10/15/2018,1.886666667,76.855,247,110,25.48,23.262,176.5008576,9,4,70.9
OREI_Replicated_Exp,2018,Pana,15,21,32208,3,N3,WPLUS,PHW52*Q381,UIUC8,21,5/25/2018,10/15/2018,1.886666667,70.2075,220,100,25.184,22.4,112.9479062,9,3.6,71.4
OREI_Replicated_Exp,2018,Pana,15,25,32205,3,N3,WPLUS,PHHB9*Q381,UIUC5,22,5/25/2018,10/15/2018,1.84,83.5625,242,97,25.57,23.024,136.4569744,9.2,3.6,71.2
OREI_Replicated_Exp,2018,Pana,15,29,32201,3,N3,WPLUS,PHHB9*PHM49,UIUC1,25,5/25/2018,10/15/2018,1.89,81.7675,245,105,22.928,21.1,165.7994093,8.5,3.4,71.7
OREI_Replicated_Exp,2018,Pana,17,9,31104,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,24,5/25/2018,10/15/2018,1.84,95.92625,262,120,23.85,22.088,156.0753731,8.6,3.6,71.6
OREI_Replicated_Exp,2018,Pana,15,37,32206,3,N3,WPLUS,PHP38*Q381,UIUC6,29,5/25/2018,10/15/2018,1.88,98.675,243,95,23.59,20.366,149.6948563,8.4,3.7,71.7
OREI_Replicated_Exp,2018,Pana,15,41,32203,3,N3,WPLUS,PHHB9*PHW30,UIUC3,30,5/25/2018,10/15/2018,1.87,86.17166667,270,120,23.912,20.848,179.1629766,8.9,3.5,71.4
OREI_Replicated_Exp,2018,Pana,16,5,31207,3,N3,WMINUS,PHW52*LH185,UIUC7,21,5/25/2018,10/15/2018,1.873333333,71.46333333,232,94,22.122,19.994,175.3069527,9.2,3.6,71
OREI_Replicated_Exp,2018,Pana,16,9,31210,3,N3,WMINUS,17.461,ORG1,31,5/25/2018,10/15/2018,1.943333333,61.64416667,255,137,24.326,22.172,173.5385455,10.4,4.9,68.1
OREI_Replicated_Exp,2018,Pana,16,13,31209,3,N3,WMINUS,461.2B24,ORG2,28,5/25/2018,10/15/2018,1.906666667,71.66416667,237,124,23.77,20.652,165.310083,10.9,5.3,67.3
OREI_Replicated_Exp,2018,Pana,16,17,31202,3,N3,WMINUS,PHHB9*PHR63,UIUC2,26,5/25/2018,10/15/2018,1.906666667,68.125,252,115,25.152,22.424,184.1596839,9.5,4.1,70.4
OREI_Replicated_Exp,2018,Pana,16,21,31208,3,N3,WMINUS,PHW52*Q381,UIUC8,15,5/25/2018,10/15/2018,1.845,52.4825,230,95,24.866,22.3,118.6650806,10.1,4.1,70
OREI_Replicated_Exp,2018,Pana,16,25,31205,3,N3,WMINUS,PHHB9*Q381,UIUC5,29,5/25/2018,10/15/2018,1.896666667,50.01083333,237,95,23.228,20.236,163.2319727,9,3.8,71.2
OREI_Replicated_Exp,2018,Pana,16,29,31201,3,N3,WMINUS,PHHB9*PHM49,UIUC1,27,5/25/2018,10/15/2018,1.89,80.22083333,247,110,25.586,22.694,184.9220795,8.9,3.4,71.8
OREI_Replicated_Exp,2018,Pana,18,9,32104,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,1.83,103.7541667,250,133,23.452,21.61,154.2332268,8.8,3.6,71.4
OREI_Replicated_Exp,2018,Pana,16,37,31206,3,N3,WMINUS,PHP38*Q381,UIUC6,30,5/25/2018,10/15/2018,1.89,68.93083333,245,95,24.276,21.022,164.6076795,9.4,4,70.8
OREI_Replicated_Exp,2018,Pana,16,41,31203,3,N3,WMINUS,PHHB9*PHW30,UIUC3,26,5/25/2018,10/15/2018,1.886666667,91.57416667,270,122,25.916,22.474,198.2939832,9.4,3.8,70.7
OREI_Replicated_Exp,2018,Pana,17,5,31109,3,N2,WMINUS,461.2B24,ORG2,25,5/25/2018,10/15/2018,1.883333333,113.3908333,220,115,24.128,21.624,62.08067309,11.5,4.1,68.1
OREI_Replicated_Exp,2018,Pana,15,33,32204,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,27,5/25/2018,10/15/2018,1.883333333,90.49916667,265,114,23.936,21.902,178.9455396,8.6,3.6,71.7
OREI_Replicated_Exp,2018,Pana,17,13,31101,3,N2,WMINUS,PHHB9*PHM49,UIUC1,28,5/25/2018,10/15/2018,1.903333333,80.16416667,255,140,23.958,22.206,158.2948358,8.3,3.6,71.9
OREI_Replicated_Exp,2018,Pana,17,17,31106,3,N2,WMINUS,PHP38*Q381,UIUC6,26,5/25/2018,10/15/2018,1.92,81.70916667,245,96,22.934,20.038,171.6951152,8.6,3.9,71.3
OREI_Replicated_Exp,2018,Pana,17,21,31108,3,N2,WMINUS,PHW52*Q381,UIUC8,27,5/25/2018,10/15/2018,1.833333333,87.63083333,235,105,22.55,19.94,119.6114432,9.2,4.2,70.4
OREI_Replicated_Exp,2018,Pana,17,25,31102,3,N2,WMINUS,PHHB9*PHR63,UIUC2,27,5/25/2018,10/15/2018,1.866666667,71.79666667,241,114,21.764,19.696,202.0034807,8.2,3.6,72
OREI_Replicated_Exp,2018,Pana,17,29,31105,3,N2,WMINUS,PHHB9*Q381,UIUC5,26,5/25/2018,10/15/2018,1.916666667,70.32916667,230,103,22.93,20.378,164.4190425,8.4,3.3,72.2
OREI_Replicated_Exp,2018,Pana,17,33,31103,3,N2,WMINUS,PHHB9*PHW30,UIUC3,29,5/25/2018,10/15/2018,1.88,81.96833333,260,117,25.314,22.54,174.7913267,8.6,3.3,71.8
OREI_Replicated_Exp,2018,Pana,17,37,31110,3,N2,WMINUS,17.461,ORG1,30,5/25/2018,10/15/2018,1.943333333,66.99916667,265,120,21.262,18.994,185.275765,9.7,5,68.5
OREI_Replicated_Exp,2018,Pana,17,41,31107,3,N2,WMINUS,PHW52*LH185,UIUC7,25,5/25/2018,10/15/2018,1.903333333,82.11,250,112,23.558,20.972,205.0962056,8,3.3,72.4
OREI_Replicated_Exp,2018,Pana,18,5,32109,3,N2,WPLUS,461.2B24,ORG2,20,5/25/2018,10/15/2018,1.87,85.09166667,218,100,23.818,20.838,112.5309775,10.3,4.6,68.7
OREI_Replicated_Exp,2018,Pana,16,33,31204,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,1.833333333,94.15916667,270,123,24.5,21.666,163.9486217,9.1,3.7,71.2
OREI_Replicated_Exp,2018,Pana,18,13,32101,3,N2,WPLUS,PHHB9*PHM49,UIUC1,25,5/25/2018,10/15/2018,1.91,77.5925,232,125,23.25,21.296,159.7448666,8,3.5,72.1
OREI_Replicated_Exp,2018,Pana,18,17,32106,3,N2,WPLUS,PHP38*Q381,UIUC6,28,5/25/2018,10/15/2018,1.9,80.17583333,237,115,21.852,19.386,149.9740631,8.3,3.7,71.9
OREI_Replicated_Exp,2018,Pana,18,21,32108,3,N2,WPLUS,PHW52*Q381,UIUC8,21,5/25/2018,10/15/2018,1.846666667,115.345,237,95,22.198,19.446,114.2938043,9.1,3.7,71.1
OREI_Replicated_Exp,2018,Pana,18,25,32102,3,N2,WPLUS,PHHB9*PHR63,UIUC2,24,5/25/2018,10/15/2018,1.906666667,108.0341667,240,100,22.03,20.468,173.4618808,8.4,3.4,72
OREI_Replicated_Exp,2018,Pana,18,29,32105,3,N2,WPLUS,PHHB9*Q381,UIUC5,25,5/25/2018,10/15/2018,1.84,60.8025,232,120,21.414,19.362,157.2956244,8.6,3.5,71.8
OREI_Replicated_Exp,2018,Pana,18,33,32103,3,N2,WPLUS,PHHB9*PHW30,UIUC3,28,5/25/2018,10/15/2018,1.873333333,88.2125,262,115,25.116,22.148,167.0978622,8.5,3.4,71.9
OREI_Replicated_Exp,2018,Pana,18,37,32110,3,N2,WPLUS,17.461,ORG1,25,5/25/2018,10/15/2018,1.916666667,64.51583333,245,125,21.892,19.358,183.2382295,9.3,5.2,68.6
OREI_Replicated_Exp,2018,Pana,18,41,32107,3,N2,WPLUS,PHW52*LH185,UIUC7,28,5/25/2018,10/15/2018,1.9,88.51,235,90,20.548,18.464,.,.,.,.
OREI_Replicated_Exp,2018,Pana,19,5,42102,4,N2,WPLUS,PHHB9*PHR63,UIUC2,24,5/25/2018,10/15/2018,1.876666667,88.07833333,215,85,23.062,20.69,149.3290642,8.7,3.6,71.7
OREI_Replicated_Exp,2018,Pana,19,9,42110,4,N2,WPLUS,17.461,ORG1,30,5/25/2018,10/15/2018,1.93,78.985,240,115,19.918,17.756,176.9794892,10.1,4.5,68.8
OREI_Replicated_Exp,2018,Pana,23,41,41304,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,1.833333333,78.18666667,265,105,25.334,22.986,192.6847113,7.5,3.3,72.5
OREI_Replicated_Exp,2018,Pana,19,17,42109,4,N2,WPLUS,461.2B24,ORG2,31,5/25/2018,10/15/2018,1.893333333,62.70333333,245,115,22.742,20.596,138.8359333,10.1,4.1,69.4
OREI_Replicated_Exp,2018,Pana,19,21,42103,4,N2,WPLUS,PHHB9*PHW30,UIUC3,31,5/25/2018,10/15/2018,1.906666667,71.9875,260,124,22.748,20.566,179.3026063,8.4,3.3,72.2
OREI_Replicated_Exp,2018,Pana,19,25,42101,4,N2,WPLUS,PHHB9*PHM49,UIUC1,24,5/25/2018,10/15/2018,1.866666667,108.0358333,240,105,24.18,22.256,159.4675534,8,3.6,72.1
OREI_Replicated_Exp,2018,Pana,19,29,42106,4,N2,WPLUS,PHP38*Q381,UIUC6,26,5/25/2018,10/15/2018,1.88,68.99833333,237,111,21.164,18.04,159.3548639,8.5,3.8,71.6
OREI_Replicated_Exp,2018,Pana,19,33,42105,4,N2,WPLUS,PHHB9*Q381,UIUC5,26,5/25/2018,10/15/2018,1.853333333,55.51833333,227,85,21.92,19.036,155.0918717,8.1,3.4,72.5
OREI_Replicated_Exp,2018,Pana,19,37,42108,4,N2,WPLUS,PHW52*Q381,UIUC8,19,5/25/2018,10/15/2018,1.886666667,63.23583333,222,80,20.83,18.438,107.2807454,9.4,3.7,71.1
OREI_Replicated_Exp,2018,Pana,19,41,42107,4,N2,WPLUS,PHW52*LH185,UIUC7,25,5/25/2018,10/15/2018,1.905,61.0125,240,100,21.958,19.718,.,.,.,.
OREI_Replicated_Exp,2018,Pana,20,5,41102,4,N2,WMINUS,PHHB9*PHR63,UIUC2,21,5/25/2018,10/15/2018,1.856666667,89.5675,225,103,24.874,22.098,148.2426332,9.1,3.6,71.3
OREI_Replicated_Exp,2018,Pana,20,9,41110,4,N2,WMINUS,17.461,ORG1,29,5/25/2018,10/15/2018,1.916666667,61.9075,253,100,22.898,20.08,173.91369,9.4,4.5,69.4
OREI_Replicated_Exp,2018,Pana,24,41,42304,4,N1,WPLUS,PHHB9*PHZ51,UIUC4,28,5/25/2018,10/15/2018,1.816666667,95.99166667,255,118,22.904,20.862,149.9182375,9,3.5,71.3
OREI_Replicated_Exp,2018,Pana,20,17,41109,4,N2,WMINUS,461.2B24,ORG2,22,5/25/2018,10/15/2018,1.863333333,82.96583333,250,130,22.782,20.272,145.1769428,10.1,4.7,68.8
OREI_Replicated_Exp,2018,Pana,20,21,41103,4,N2,WMINUS,PHHB9*PHW30,UIUC3,26,5/25/2018,10/15/2018,1.88,77.29083333,274,120,23.268,21.372,190.4871177,8.8,3.4,71.6
OREI_Replicated_Exp,2018,Pana,20,25,41101,4,N2,WMINUS,PHHB9*PHM49,UIUC1,26,5/25/2018,10/15/2018,1.9,81.6825,247,111,23.308,21.312,158.8303266,8.4,3.5,71.8
OREI_Replicated_Exp,2018,Pana,20,29,41106,4,N2,WMINUS,PHP38*Q381,UIUC6,29,5/25/2018,10/15/2018,1.876666667,72.255,230,105,21.568,18.862,167.3165386,8.7,3.9,71.3
OREI_Replicated_Exp,2018,Pana,20,33,41105,4,N2,WMINUS,PHHB9*Q381,UIUC5,28,5/25/2018,10/15/2018,1.85,77.83083333,237,85,22.706,20.578,172.6792303,8.7,3.5,71.9
OREI_Replicated_Exp,2018,Pana,20,37,41108,4,N2,WMINUS,PHW52*Q381,UIUC8,16,5/25/2018,10/15/2018,1.88,74.26333333,220,94,22.9,20.0982,80.20208431,9.2,3.8,70.9
OREI_Replicated_Exp,2018,Pana,20,41,41107,4,N2,WMINUS,PHW52*LH185,UIUC7,27,5/25/2018,10/15/2018,1.876666667,83.16333333,240,99,21.328,19.024,193.3284283,8,3.4,72.2
OREI_Replicated_Exp,2018,Pana,21,5,41205,4,N3,WMINUS,PHHB9*Q381,UIUC5,23,5/25/2018,10/15/2018,1.83,133.2758333,192,100,23.58,21.452,110.1339147,10.5,4,69.7
OREI_Replicated_Exp,2018,Pana,21,9,41203,4,N3,WMINUS,PHHB9*PHW30,UIUC3,31,5/25/2018,10/15/2018,1.875,85.9525,265,115,24.364,21.948,.,8.9,3.6,71.3
OREI_Replicated_Exp,2018,Pana,21,13,41201,4,N3,WMINUS,PHHB9*PHM49,UIUC1,28,5/25/2018,10/15/2018,1.9,107.335,280,145,24.438,22.568,175.7685287,8.4,3.5,72
OREI_Replicated_Exp,2018,Pana,21,17,41208,4,N3,WMINUS,PHW52*Q381,UIUC8,15,5/25/2018,10/15/2018,1.84,83.97666667,230,92,23.194,20.826,106.7769302,8.8,3.9,71.2
OREI_Replicated_Exp,2018,Pana,21,21,41202,4,N3,WMINUS,PHHB9*PHR63,UIUC2,22,5/25/2018,10/15/2018,1.9,78.67666667,240,107,23.554,21.114,170.5306201,8.7,3.9,71.3
OREI_Replicated_Exp,2018,Pana,21,25,41210,4,N3,WMINUS,17.461,ORG1,31,5/25/2018,10/15/2018,1.906666667,75.46583333,270,146,23.23,20.95,178.9754137,10.6,4.4,68.4
OREI_Replicated_Exp,2018,Pana,19,13,42104,4,N2,WPLUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,1.893333333,73.86166667,260,105,23.308,21.172,148.0473373,7.9,3.6,72
OREI_Replicated_Exp,2018,Pana,21,33,41206,4,N3,WMINUS,PHP38*Q381,UIUC6,27,5/25/2018,10/15/2018,1.86,91.2925,245,115,24.588,21.304,173.4486165,9.3,3.9,70.6
OREI_Replicated_Exp,2018,Pana,21,37,41209,4,N3,WMINUS,461.2B24,ORG2,27,5/25/2018,10/15/2018,1.9,96.16333333,247,140,21.408,19.214,139.3950398,10.6,4.2,68.9
OREI_Replicated_Exp,2018,Pana,21,41,41207,4,N3,WMINUS,PHW52*LH185,UIUC7,27,5/25/2018,10/15/2018,1.883333333,75.99166667,237,96,23.27,20.754,196.8158348,8.6,3.8,71.3
OREI_Replicated_Exp,2018,Pana,22,5,42205,4,N3,WPLUS,PHHB9*Q381,UIUC5,17,5/25/2018,10/15/2018,1.87,117.2341667,200,85,22.276,20.388,139.3910215,9.5,3.6,70.9
OREI_Replicated_Exp,2018,Pana,22,9,42203,4,N3,WPLUS,PHHB9*PHW30,UIUC3,0,5/25/2018,10/15/2018,.,.,.,.,.,.,.,8.8,3.6,71.3
OREI_Replicated_Exp,2018,Pana,22,13,42201,4,N3,WPLUS,PHHB9*PHM49,UIUC1,26,5/25/2018,10/15/2018,1.863333333,100.7675,255,128,25.606,23.398,175.4595729,8.7,3.5,71.7
OREI_Replicated_Exp,2018,Pana,22,17,42208,4,N3,WPLUS,PHW52*Q381,UIUC8,27,5/25/2018,10/15/2018,1.895,68.35875,225,94,22.35,20.212,163.6196971,9,3.6,71.4
OREI_Replicated_Exp,2018,Pana,22,21,42202,4,N3,WPLUS,PHHB9*PHR63,UIUC2,22,5/25/2018,10/15/2018,1.923333333,85.01,252,114,23.526,21.434,161.867628,8.2,3.4,72.2
OREI_Replicated_Exp,2018,Pana,22,25,42210,4,N3,WPLUS,17.461,ORG1,28,5/25/2018,10/15/2018,1.91,80.02375,257,137,22.928,20.408,174.176004,10.7,4.2,68.7
OREI_Replicated_Exp,2018,Pana,20,13,41104,4,N2,WMINUS,PHHB9*PHZ51,UIUC4,28,5/25/2018,10/15/2018,1.843333333,113.61,270,120,21.638,19.448,180.2047782,8.1,3.3,72.1
OREI_Replicated_Exp,2018,Pana,22,33,42206,4,N3,WPLUS,PHP38*Q381,UIUC6,30,5/25/2018,10/15/2018,1.89,89.34083333,248,95,23.462,20.56,157.8074739,9,3.7,71.2
OREI_Replicated_Exp,2018,Pana,22,37,42209,4,N3,WPLUS,461.2B24,ORG2,24,5/25/2018,10/15/2018,1.876666667,88.28333333,250,145,22.328,18.606,137.816124,10.7,4.2,68.7
OREI_Replicated_Exp,2018,Pana,22,41,42207,4,N3,WPLUS,PHW52*LH185,UIUC7,26,5/25/2018,10/15/2018,1.863333333,96.42583333,258,146,23.106,20.424,200.7430129,8.2,3.1,72.4
OREI_Replicated_Exp,2018,Pana,23,5,41303,4,N1,WMINUS,PHHB9*PHW30,UIUC3,26,5/25/2018,10/15/2018,1.85,107.19,255,110,27.194,23.918,157.300517,9.9,3.3,70.9
OREI_Replicated_Exp,2018,Pana,23,9,41302,4,N1,WMINUS,PHHB9*PHR63,UIUC2,0,5/25/2018,10/15/2018,.,.,.,.,.,.,.,7.6,3.4,72.8
OREI_Replicated_Exp,2018,Pana,23,13,41307,4,N1,WMINUS,PHW52*LH185,UIUC7,31,5/25/2018,10/15/2018,1.886666667,100.6308333,246,138,23.456,21.116,206.6849372,8,3.3,72.5
OREI_Replicated_Exp,2018,Pana,23,17,41305,4,N1,WMINUS,PHHB9*Q381,UIUC5,22,5/25/2018,10/15/2018,1.823333333,92.0675,226,95,24.334,21.668,118.3755722,9.6,3.6,71
OREI_Replicated_Exp,2018,Pana,23,21,41309,4,N1,WMINUS,461.2B24,ORG2,22,5/25/2018,10/15/2018,1.866666667,95.33083333,240,131,23.08,19.816,141.1728693,11,4.5,68.1
OREI_Replicated_Exp,2018,Pana,23,25,41306,4,N1,WMINUS,PHP38*Q381,UIUC6,28,5/25/2018,10/15/2018,1.9,74.96,240,103,23.198,20.452,140.3470229,8.4,3.6,72
OREI_Replicated_Exp,2018,Pana,23,29,41308,4,N1,WMINUS,PHW52*Q381,UIUC8,27,5/25/2018,10/15/2018,1.87,81.42875,233,105,22.642,20.348,150.272326,8.2,3.6,72
OREI_Replicated_Exp,2018,Pana,23,33,41310,4,N1,WMINUS,17.461,ORG1,29,5/25/2018,10/15/2018,1.94,65.52333333,235,126,22.04,19.382,168.2494894,9.1,5,68.9
OREI_Replicated_Exp,2018,Pana,23,37,41301,4,N1,WMINUS,PHHB9*PHM49,UIUC1,28,5/25/2018,10/15/2018,1.883333333,89.54416667,246,134,25.412,23.044,180.426015,8.5,3.6,71.5
OREI_Replicated_Exp,2018,Pana,21,29,41204,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,29,5/25/2018,10/15/2018,1.803333333,97.79333333,266,110,24.132,22.114,172.9076511,8.3,3.3,72
OREI_Replicated_Exp,2018,Pana,24,5,42303,4,N1,WPLUS,PHHB9*PHW30,UIUC3,15,5/25/2018,10/15/2018,1.83,103.9675,244,100,25.79,22.836,131.9958128,9.1,3.5,71.3
OREI_Replicated_Exp,2018,Pana,24,9,42302,4,N1,WPLUS,PHHB9*PHR63,UIUC2,28,5/25/2018,10/15/2018,1.833333333,87.65916667,268,121,23.894,21.042,147.461181,7.9,3.4,72.4
OREI_Replicated_Exp,2018,Pana,24,13,42307,4,N1,WPLUS,PHW52*LH185,UIUC7,32,5/25/2018,10/15/2018,1.903333333,101.0008333,240,115,21.26,19.19,212.7222055,7.3,3.4,72.8
OREI_Replicated_Exp,2018,Pana,24,17,42305,4,N1,WPLUS,PHHB9*Q381,UIUC5,3,5/25/2018,10/15/2018,1.843333333,82.85666667,198,77,23.796,21.712,33.39455175,9.9,3.9,70.3
OREI_Replicated_Exp,2018,Pana,24,21,42309,4,N1,WPLUS,461.2B24,ORG2,23,5/25/2018,10/15/2018,1.865,92.37875,224,102,21.776,19.36,135.9999172,10.2,4.2,69.1
OREI_Replicated_Exp,2018,Pana,24,25,42306,4,N1,WPLUS,PHP38*Q381,UIUC6,31,5/25/2018,10/15/2018,1.936666667,73.62583333,230,115,21.918,19.252,123.0942613,7.3,3.6,72.6
OREI_Replicated_Exp,2018,Pana,24,29,42308,4,N1,WPLUS,PHW52*Q381,UIUC8,32,5/25/2018,10/15/2018,1.91,70.83875,218,66,20.87,18.632,167.8451429,7.7,3.5,72.5
OREI_Replicated_Exp,2018,Pana,24,33,42310,4,N1,WPLUS,17.461,ORG1,31,5/25/2018,10/15/2018,1.95,52.91375,260,152,23.752,20.234,161.4310646,8.8,4.9,69.4
OREI_Replicated_Exp,2018,Pana,24,37,42301,4,N1,WPLUS,PHHB9*PHM49,UIUC1,23,5/25/2018,10/15/2018,1.883333333,68.9975,235,104,22.234,20.702,168.5883761,7.1,3.3,73
OREI_Replicated_Exp,2018,Pana,22,29,42204,4,N3,WPLUS,PHHB9*PHZ51,UIUC4,27,5/25/2018,10/15/2018,1.86,87.415,285,141,24.082,21.514,180.493763,8.7,3.6,71.5
OREI_Replicated_Exp,2018,Macomb,1,5,11204,1,N2,WMINUS,PHHB9*PHZ51,UIUC4,14,6/7/2018,11/20/2018,1.866666667,72.1575,243,95,24.138,21.87,111.2681085,8.6,3.6,71.8
OREI_Replicated_Exp,2018,Macomb,1,9,11203,1,N2,WMINUS,PHHB9*PHW30,UIUC3,25,6/7/2018,11/20/2018,1.896666667,79.37333333,250,94,24.896,21.942,124.1404862,9.9,3.8,70.8
OREI_Replicated_Exp,2018,Macomb,1,13,11210,1,N2,WMINUS,17.461,ORG1,19,6/7/2018,11/20/2018,1.91,72.28416667,222,107,20.052,18.432,130.241078,8.6,5,69.5
OREI_Replicated_Exp,2018,Macomb,1,17,11207,1,N2,WMINUS,PHW52*LH185,UIUC7,23,6/7/2018,11/20/2018,1.876666667,96.03083333,221,84,19.264,17.278,.,7.7,3.9,72
OREI_Replicated_Exp,2018,Macomb,1,21,11206,1,N2,WMINUS,PHP38*Q381,UIUC6,26,6/7/2018,11/20/2018,1.87,95.515,197,77,21.01,19.2,54.95192308,9.1,3.9,71.1
OREI_Replicated_Exp,2018,Macomb,1,25,11205,1,N2,WMINUS,PHHB9*Q381,UIUC5,20,6/7/2018,11/20/2018,1.926666667,75.02416667,205,77,21.702,20.198,124.769364,8.6,3.6,71.9
OREI_Replicated_Exp,2018,Macomb,1,29,11208,1,N2,WMINUS,PHW52*Q381,UIUC8,27,6/7/2018,11/21/2018,1.873333333,76.79,186,71,19.876,18.152,65.63370171,9.2,3.9,71
OREI_Replicated_Exp,2018,Macomb,1,33,11202,1,N2,WMINUS,PHHB9*PHR63,UIUC2,24,6/7/2018,11/21/2018,1.886666667,85.48166667,205,85,20.796,18.616,130.0172963,7.6,3.8,72.2
OREI_Replicated_Exp,2018,Macomb,1,37,11201,1,N2,WMINUS,PHHB9*PHM49,UIUC1,22,6/7/2018,11/21/2018,1.903333333,85.375,215,84,22.032,19.996,114.9842761,7.4,3.6,72.7
OREI_Replicated_Exp,2018,Macomb,1,41,11209,1,N2,WMINUS,461.2B24,ORG2,28,6/7/2018,11/21/2018,1.9,91.56416667,213,80,20.222,18.49,97.3723799,9.8,4.9,68.8
OREI_Replicated_Exp,2018,Macomb,2,5,12204,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,10,6/7/2018,11/20/2018,1.923333333,74.60583333,258,125,14.654,13.988,103.3372781,8.9,3.5,71.6
OREI_Replicated_Exp,2018,Macomb,2,9,12203,1,N2,WPLUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.836666667,91.905,251,95,23.82,20.966,131.8033199,8.4,3.7,71.5
OREI_Replicated_Exp,2018,Macomb,2,13,12210,1,N2,WPLUS,17.461,ORG1,23,6/7/2018,11/20/2018,1.913333333,73.16333333,220,101,22.604,19.986,128.6323745,9,4.9,69.5
